scan_id,scan_root,first_seen_utc,relative_path,path,name,extension,size_bytes,mtime_utc,created_time,is_directory,mime_type,permissions,content_hash,doc_id,has_id_prefix,current_id_prefix,needs_id,0000000000000000_filename,type_code,ns_code,scope,planned_id,planned_rel_path,error,error_kind
20260118_150258_4e3f4358829d,C:\Users\richg\eafix-modular,2026-01-18T21:02:58.749976+00:00,,C:\Users\richg\eafix-modular,eafix-modular,,0,2026-01-18T21:01:53.377412+00:00,2025-11-12T18:23:07.778172+00:00,True,,777,,,False,,True,,,,,,,,
20260118_150258_4e3f4358829d,C:\Users\richg\eafix-modular,2026-01-18T21:02:58.749976+00:00,.aider.chat.history.md,C:\Users\richg\eafix-modular\.aider.chat.history.md,.aider.chat.history.md,md,2302,2026-01-09T17:16:55.284291+00:00,2025-11-12T19:34:46.453382+00:00,False,text/markdown,666,,,False,,True,0000000000000000_.aider.chat.history.md,01,999,720066,,,,
20260118_150258_4e3f4358829d,C:\Users\richg\eafix-modular,2026-01-18T21:02:58.749976+00:00,.aider.input.history,C:\Users\richg\eafix-modular\.aider.input.history,.aider.input.history,history,144,2025-11-13T00:00:06.769533+00:00,2025-11-12T19:35:07.346771+00:00,False,,666,,,False,,True,0000000000000000_.aider.input.history,00,999,720066,,,,
20260118_150258_4e3f4358829d,C:\Users\richg\eafix-modular,2026-01-18T21:02:58.749976+00:00,.coverage,C:\Users\richg\eafix-modular\.coverage,.coverage,,53248,2026-01-09T19:47:35.687390+00:00,2026-01-09T17:41:26.561324+00:00,False,,666,,,False,,True,0000000000000000_.coverage,00,999,720066,,,,
20260118_150258_4e3f4358829d,C:\Users\richg\eafix-modular,2026-01-18T21:02:58.749976+00:00,.gitignore,C:\Users\richg\eafix-modular\.gitignore,.gitignore,,208,2025-11-12T18:23:10.023021+00:00,2025-11-12T18:23:10.020117+00:00,False,text/plain,666,,,False,,True,0000000000000000_.gitignore,00,999,720066,,,,
20260118_150258_4e3f4358829d,C:\Users\richg\eafix-modular,2026-01-18T21:02:58.749976+00:00,.markdownlint.yaml,C:\Users\richg\eafix-modular\.markdownlint.yaml,.markdownlint.yaml,yaml,1105,2026-01-09T17:16:55.143892+00:00,2025-11-12T18:23:10.023021+00:00,False,,666,,,False,,True,0000000000000000_.markdownlint.yaml,12,999,720066,,,,
20260118_150258_4e3f4358829d,C:\Users\richg\eafix-modular,2026-01-18T21:02:58.749976+00:00,.pre-commit-config.yaml,C:\Users\richg\eafix-modular\.pre-commit-config.yaml,.pre-commit-config.yaml,yaml,3450,2026-01-09T17:16:55.143892+00:00,2025-11-12T18:23:10.023021+00:00,False,,666,,,False,,True,0000000000000000_.pre-commit-config.yaml,12,999,720066,,,,
20260118_150258_4e3f4358829d,C:\Users\richg\eafix-modular,2026-01-18T21:02:58.749976+00:00,.secrets.baseline,C:\Users\richg\eafix-modular\.secrets.baseline,.secrets.baseline,baseline,2217,2025-11-12T18:23:10.023021+00:00,2025-11-12T18:23:10.023021+00:00,False,,666,,,False,,True,0000000000000000_.secrets.baseline,00,999,720066,,,,
20260118_150258_4e3f4358829d,C:\Users\richg\eafix-modular,2026-01-18T21:02:58.749976+00:00,AGENTS.md,C:\Users\richg\eafix-modular\AGENTS.md,AGENTS.md,md,2903,2026-01-09T17:16:55.284291+00:00,2025-11-12T18:56:24.037818+00:00,False,text/markdown,666,,,False,,True,0000000000000000_AGENTS.md,01,999,720066,,,,
20260118_150258_4e3f4358829d,C:\Users\richg\eafix-modular,2026-01-18T21:02:58.749976+00:00,CODEX_EXECUTION_PLAN.md,C:\Users\richg\eafix-modular\CODEX_EXECUTION_PLAN.md,CODEX_EXECUTION_PLAN.md,md,55370,2026-01-09T19:32:42.015182+00:00,2026-01-09T19:32:42.015182+00:00,False,text/markdown,666,,,False,,True,0000000000000000_CODEX_EXECUTION_PLAN.md,01,999,720066,,,,
20260118_150258_4e3f4358829d,C:\Users\richg\eafix-modular,2026-01-18T21:02:58.749976+00:00,COMPLETION_CHECKLIST.md,C:\Users\richg\eafix-modular\COMPLETION_CHECKLIST.md,COMPLETION_CHECKLIST.md,md,5641,2026-01-09T18:10:03.223158+00:00,2026-01-09T17:43:46.810165+00:00,False,text/markdown,666,,,False,,True,0000000000000000_COMPLETION_CHECKLIST.md,01,999,720066,,,,
20260118_150258_4e3f4358829d,C:\Users\richg\eafix-modular,2026-01-18T21:02:58.749976+00:00,CURRENT_huey_p_tactical_spec.txt,C:\Users\richg\eafix-modular\CURRENT_huey_p_tactical_spec.txt,CURRENT_huey_p_tactical_spec.txt,txt,124296,2026-01-18T16:09:49.740528+00:00,2026-01-18T16:09:49.740528+00:00,False,text/plain,666,,,False,,True,0000000000000000_CURRENT_huey_p_tactical_spec.txt,02,999,720066,,,,
20260118_150258_4e3f4358829d,C:\Users\richg\eafix-modular,2026-01-18T21:02:58.749976+00:00,DOC_ID_INTEGRATION_PHASE_PLAN.md,C:\Users\richg\eafix-modular\DOC_ID_INTEGRATION_PHASE_PLAN.md,DOC_ID_INTEGRATION_PHASE_PLAN.md,md,25302,2026-01-09T18:10:03.223158+00:00,2026-01-09T14:03:00.085473+00:00,False,text/markdown,666,,,False,,True,0000000000000000_DOC_ID_INTEGRATION_PHASE_PLAN.md,01,999,720066,,,,
20260118_150258_4e3f4358829d,C:\Users\richg\eafix-modular,2026-01-18T21:02:58.749976+00:00,eafilid1.txt,C:\Users\richg\eafix-modular\eafilid1.txt,eafilid1.txt,txt,10648,2026-01-18T18:32:08.255405+00:00,2026-01-18T18:32:08.255405+00:00,False,text/plain,666,,,False,,True,0000000000000000_eafilid1.txt,02,999,720066,,,,
