scan_id,scan_root,first_seen_utc,relative_path,path,name,extension,size_bytes,mtime_utc,created_time,is_directory,mime_type,permissions,content_hash,doc_id,has_id_prefix,current_id_prefix,needs_id,0000000000000000_filename,type_code,ns_code,scope,planned_id,planned_rel_path,error,error_kind
20260119_035257_524735650fc8,C:\Users\richg\eafix-modular,2026-01-19T09:52:57.033665+00:00,,C:\Users\richg\eafix-modular,eafix-modular,,0,2026-01-19T03:25:25.298381+00:00,2025-11-12T18:23:07.778172+00:00,True,,777,,,False,,True,,,,,,,,
20260119_035257_524735650fc8,C:\Users\richg\eafix-modular,2026-01-19T09:52:57.033665+00:00,0099900001260118_.aider.input.history,C:\Users\richg\eafix-modular\0099900001260118_.aider.input.history,0099900001260118_.aider.input.history,history,144,2025-11-13T00:00:06.769533+00:00,2025-11-12T19:35:07.346771+00:00,False,,666,,0099900001260118,True,0099900001260118,False,0099900001260118_.aider.input.history,00,999,260118,,,,
20260119_035257_524735650fc8,C:\Users\richg\eafix-modular,2026-01-19T09:52:57.033665+00:00,0099900002260118_.coverage,C:\Users\richg\eafix-modular\0099900002260118_.coverage,0099900002260118_.coverage,coverage,53248,2026-01-09T19:47:35.687390+00:00,2026-01-09T17:41:26.561324+00:00,False,,666,,0099900002260118,True,0099900002260118,False,0099900002260118_.coverage,00,999,260118,,,,
20260119_035257_524735650fc8,C:\Users\richg\eafix-modular,2026-01-19T09:52:57.033665+00:00,0099900003260118_.gitignore,C:\Users\richg\eafix-modular\0099900003260118_.gitignore,0099900003260118_.gitignore,gitignore,208,2025-11-12T18:23:10.023021+00:00,2025-11-12T18:23:10.020117+00:00,False,text/plain,666,,0099900003260118,True,0099900003260118,False,0099900003260118_.gitignore,00,999,260118,,,,
20260119_035257_524735650fc8,C:\Users\richg\eafix-modular,2026-01-19T09:52:57.033665+00:00,0099900004260118_.secrets.baseline,C:\Users\richg\eafix-modular\0099900004260118_.secrets.baseline,0099900004260118_.secrets.baseline,baseline,2217,2025-11-12T18:23:10.023021+00:00,2025-11-12T18:23:10.023021+00:00,False,,666,,0099900004260118,True,0099900004260118,False,0099900004260118_.secrets.baseline,00,999,260118,,,,
20260119_035257_524735650fc8,C:\Users\richg\eafix-modular,2026-01-19T09:52:57.033665+00:00,0099900005260118_LICENSE,C:\Users\richg\eafix-modular\0099900005260118_LICENSE,0099900005260118_LICENSE,,1096,2025-11-12T18:23:10.047589+00:00,2025-11-12T18:23:10.047589+00:00,False,,666,,0099900005260118,True,0099900005260118,False,0099900005260118_LICENSE,00,999,260118,,,,
20260119_035257_524735650fc8,C:\Users\richg\eafix-modular,2026-01-19T09:52:57.033665+00:00,0099900006260118_Makefile,C:\Users\richg\eafix-modular\0099900006260118_Makefile,0099900006260118_Makefile,,11524,2026-01-09T21:18:25.230100+00:00,2025-11-12T18:23:10.047589+00:00,False,,666,,0099900006260118,True,0099900006260118,False,0099900006260118_Makefile,00,999,260118,,,,
20260119_035257_524735650fc8,C:\Users\richg\eafix-modular,2026-01-19T09:52:57.033665+00:00,0099900007260118_poetry.lock,C:\Users\richg\eafix-modular\0099900007260118_poetry.lock,0099900007260118_poetry.lock,lock,252367,2026-01-09T20:11:57.959197+00:00,2026-01-09T20:01:14.664268+00:00,False,,666,,0099900007260118,True,0099900007260118,False,0099900007260118_poetry.lock,00,999,260118,,,,
20260119_035257_524735650fc8,C:\Users\richg\eafix-modular,2026-01-19T09:52:57.033665+00:00,0099900008260118_pyproject.toml,C:\Users\richg\eafix-modular\0099900008260118_pyproject.toml,0099900008260118_pyproject.toml,toml,4246,2026-01-09T20:11:41.443345+00:00,2025-11-12T18:23:10.399977+00:00,False,,666,,0099900008260118,True,0099900008260118,False,0099900008260118_pyproject.toml,00,999,260118,,,,
20260119_035257_524735650fc8,C:\Users\richg\eafix-modular,2026-01-19T09:52:57.033665+00:00,0099900009260118_tasks.bat,C:\Users\richg\eafix-modular\0099900009260118_tasks.bat,0099900009260118_tasks.bat,bat,1258,2026-01-09T18:10:03.287003+00:00,2025-11-12T18:23:10.738083+00:00,False,text/plain,777,,0099900009260118,True,0099900009260118,False,0099900009260118_tasks.bat,00,999,260118,,,,
20260119_035257_524735650fc8,C:\Users\richg\eafix-modular,2026-01-19T09:52:57.033665+00:00,0099900010260118_VERSION,C:\Users\richg\eafix-modular\0099900010260118_VERSION,0099900010260118_VERSION,,5,2025-11-12T18:23:10.211892+00:00,2025-11-12T18:23:10.211892+00:00,False,,666,,0099900010260118,True,0099900010260118,False,0099900010260118_VERSION,00,999,260118,,,,
20260119_035257_524735650fc8,C:\Users\richg\eafix-modular,2026-01-19T09:52:57.033665+00:00,0199900001260118_.aider.chat.history.md,C:\Users\richg\eafix-modular\0199900001260118_.aider.chat.history.md,0199900001260118_.aider.chat.history.md,md,2302,2026-01-09T17:16:55.284291+00:00,2025-11-12T19:34:46.453382+00:00,False,text/markdown,666,,0199900001260118,True,0199900001260118,False,0199900001260118_.aider.chat.history.md,01,999,260118,,,,
